(90, 6, 11, 27, 14),
(50, 5, 10, 11, 9),
(100, 5, 10, 11, 9),
(90, 7, 10, 21, 12),
(50, 9, 10, 37, 19),
(80, 5, 11, 11, 8),
(50, 6, 10, 25, 13),
(100, 6, 10, 25, 13),
(30, 10, 10, 21, 11),
(40, 7, 11, 29, 15),
(50, 7, 10, 11, 7),
